nom,code,codeDepartement,codeRegion,population,lat,lon
Oches,08332,08,44,34,49.509,4.9265
Olizy-Primat,08333,08,44,224,49.3568,4.7845
Omicourt,08334,08,44,43,49.6279,4.8271
Omont,08335,08,44,72,49.5921,4.7365
Osnes,08336,08,44,229,49.6597,5.1561
Pauvres,08338,08,44,198,49.4131,4.4996
Perthes,08339,08,44,303,49.4487,4.3605
Poilcourt-Sydney,08340,08,44,169,49.4206,4.095
Poix-Terron,08341,08,44,892,49.6433,4.656
Pouru-aux-Bois,08342,08,44,234,49.7137,5.0982
Pouru-Saint-Remy,08343,08,44,1129,49.6793,5.0894
Prez,08344,08,44,132,49.8016,4.3612
Prix-lès-Mézières,08346,08,44,1387,49.7474,4.6817
Puilly-et-Charbeaux,08347,08,44,218,49.6377,5.2742
Puiseux,08348,08,44,110,49.5947,4.5367
Pure,08349,08,44,563,49.6807,5.1805
Quatre-Champs,08350,08,44,244,49.4488,4.7794
Quilly,08351,08,44,66,49.405,4.5858
Raillicourt,08352,08,44,226,49.6511,4.5909
Rancennes,08353,08,44,707,50.1221,4.8253
Raucourt-et-Flaba,08354,08,44,815,49.5877,4.966
Regniowez,08355,08,44,377,49.9252,4.4168
Remaucourt,08356,08,44,173,49.6022,4.2283
Remilly-Aillicourt,08357,08,44,762,49.6469,4.9926
Remilly-les-Pothées,08358,08,44,263,49.7832,4.5516
Renneville,08360,08,44,192,49.6529,4.14
Renwez,08361,08,44,1637,49.8469,4.606
Rethel,08362,08,44,7435,49.5147,4.3814
Revin,08363,08,44,5795,49.9339,4.6931
Rilly-sur-Aisne,08364,08,44,124,49.484,4.6344
Rimogne,08365,08,44,1328,49.8405,4.5357
Rocquigny,08366,08,44,652,49.6982,4.2437
Rocroi,08367,08,44,2256,49.9277,4.5548
Roizy,08368,08,44,220,49.4268,4.1909
La Romagne,08369,08,44,130,49.6869,4.3015
Rouvroy-sur-Audry,08370,08,44,528,49.7855,4.4996
Rubigny,08372,08,44,61,49.6891,4.2058
Rumigny,08373,08,44,269,49.8044,4.266
La Sabotterie,08374,08,44,128,49.5451,4.6718
Sachy,08375,08,44,178,49.6695,5.1273
Sailly,08376,08,44,249,49.5984,5.1758
Saint-Aignan,08377,08,44,151,49.6568,4.8527
Saint-Clément-à-Arnes,08378,08,44,109,49.2964,4.433
Saint-Étienne-à-Arnes,08379,08,44,245,49.3072,4.5111
Saint-Fergeux,08380,08,44,217,49.5764,4.2027
Saint-Germainmont,08381,08,44,813,49.5176,4.1313
Saint-Jean-aux-Bois,08382,08,44,93,49.7229,4.3068
Saint-Juvin,08383,08,44,100,49.3392,4.9457
Saint-Lambert-et-Mont-de-Jeux,08384,08,44,130,49.498,4.6233
Saint-Laurent,08385,08,44,1073,49.7573,4.7789
Saint-Loup-en-Champagne,08386,08,44,340,49.4526,4.2165
Saint-Loup-Terrier,08387,08,44,179,49.5706,4.6183
Saint-Marceau,08388,08,44,351,49.7063,4.72
Saint-Marcel,08389,08,44,320,49.7678,4.5696
Sainte-Marie,08390,08,44,78,49.3726,4.6737
Saint-Menges,08391,08,44,934,49.763,4.9264
Saint-Morel,08392,08,44,181,49.3401,4.7026
Saint-Pierre-à-Arnes,08393,08,44,66,49.2983,4.4657
Saint-Pierremont,08394,08,44,71,49.4938,4.949
Saint-Pierre-sur-Vence,08395,08,44,148,49.702,4.6833
Saint-Quentin-le-Petit,08396,08,44,124,49.5868,4.0817
Saint-Remy-le-Petit,08397,08,44,55,49.3995,4.2316
Sainte-Vaubourg,08398,08,44,83,49.4594,4.5909
Sapogne-sur-Marche,08399,08,44,149,49.6007,5.3133
Sapogne-et-Feuchères,08400,08,44,516,49.6619,4.8045
Saulces-Champenoises,08401,08,44,221,49.447,4.5056
Saulces-Monclin,08402,08,44,841,49.5732,4.5094
Sault-lès-Rethel,08403,08,44,1932,49.4905,4.3552
Sault-Saint-Remy,08404,08,44,208,49.4236,4.1568
Sauville,08405,08,44,240,49.5514,4.7889
Savigny-sur-Aisne,08406,08,44,350,49.36,4.7211
Séchault,08407,08,44,60,49.2716,4.736
Sécheval,08408,08,44,536,49.8613,4.6707
Sedan,08409,08,44,16727,49.6993,4.9269
Semide,08410,08,44,173,49.3266,4.5771
Semuy,08411,08,44,87,49.4971,4.661
Senuc,08412,08,44,152,49.3082,4.8438
Seraincourt,08413,08,44,257,49.6184,4.1849
Sery,08415,08,44,319,49.5905,4.3568
Seuil,08416,08,44,182,49.4764,4.4495
Sévigny-la-Forêt,08417,08,44,274,49.8792,4.4724
Sévigny-Waleppe,08418,08,44,222,49.6162,4.086
Signy-l'Abbaye,08419,08,44,1346,49.7015,4.4004
Signy-le-Petit,08420,08,44,1219,49.9249,4.2939
Signy-Montlibert,08421,08,44,93,49.5788,5.3158
Singly,08422,08,44,137,49.6445,4.7097
Sommauthe,08424,08,44,131,49.5028,4.9872
Sommerance,08425,08,44,48,49.3271,4.9945
Son,08426,08,44,89,49.5792,4.2705
Sorbon,08427,08,44,222,49.5527,4.3639
Sorcy-Bauthémont,08428,08,44,147,49.5411,4.5353
Sormonne,08429,08,44,527,49.8086,4.5648
Stonne,08430,08,44,39,49.5508,4.927
Sugny,08431,08,44,94,49.3539,4.6585
Sury,08432,08,44,95,49.7665,4.6115
Suzanne,08433,08,44,56,49.5193,4.6409
Sy,08434,08,44,56,49.515,4.8742
Tagnon,08435,08,44,892,49.4511,4.2902
Taillette,08436,08,44,405,49.9259,4.4765
Tailly,08437,08,44,179,49.4156,5.0666
Taizy,08438,08,44,101,49.512,4.2555
Tannay-le-Mont-Dieu,08439,08,44,151,49.5379,4.8499
Tarzy,08440,08,44,123,49.8745,4.2978
Tétaigne,08444,08,44,131,49.6506,5.115
Thelonne,08445,08,44,404,49.6484,4.9454
Thénorgues,08446,08,44,85,49.4059,4.9251
Thilay,08448,08,44,983,49.903,4.8096
Thin-le-Moutier,08449,08,44,682,49.7162,4.5134
This,08450,08,44,225,49.7512,4.6096
Le Thour,08451,08,44,363,49.5458,4.0905
Thugny-Trugny,08452,08,44,248,49.4756,4.425
Toges,08453,08,44,95,49.4256,4.785
Touligny,08454,08,44,82,49.6785,4.6168
Tourcelles-Chaumont,08455,08,44,87,49.3986,4.5995
Tournavaux,08456,08,44,233,49.8743,4.7827
Tournes,08457,08,44,1058,49.7991,4.6366
Tourteron,08458,08,44,178,49.5428,4.6399
Tremblois-lès-Carignan,08459,08,44,135,49.6666,5.264
Tremblois-lès-Rocroi,08460,08,44,156,49.8438,4.4994
Vandy,08461,08,44,200,49.4428,4.7195
Vaux-Champagne,08462,08,44,141,49.449,4.5517
Vaux-en-Dieulet,08463,08,44,54,49.4803,4.9936
Vaux-lès-Mouron,08464,08,44,78,49.2976,4.787
Vaux-lès-Rubigny,08465,08,44,44,49.6881,4.1835
Vaux-lès-Mouzon,08466,08,44,72,49.6009,5.14
Vaux-Montreuil,08467,08,44,108,49.5858,4.5546
Vaux-Villaine,08468,08,44,189,49.7673,4.4738
Vendresse,08469,08,44,479,49.6077,4.7889
Verpel,08470,08,44,64,49.3811,4.9266
Verrières,08471,08,44,33,49.4944,4.8854
Viel-Saint-Remy,08472,08,44,300,49.633,4.4822
Vieux-lès-Asfeld,08473,08,44,298,49.4539,4.1102
Villers-devant-le-Thour,08476,08,44,417,49.5048,4.0797
Villers-devant-Mouzon,08477,08,44,104,49.6291,5.0145
Villers-le-Tilleul,08478,08,44,238,49.6268,4.7272
Villers-le-Tourneur,08479,08,44,216,49.6219,4.5606
Villers-Semeuse,08480,08,44,3628,49.7404,4.7537
Villers-sur-Bar,08481,08,44,240,49.682,4.8553
Villers-sur-le-Mont,08482,08,44,102,49.6646,4.6767
Ville-sur-Lumes,08483,08,44,529,49.7549,4.7937
Ville-sur-Retourne,08484,08,44,73,49.3952,4.4488
Villy,08485,08,44,195,49.5925,5.221
Vireux-Molhain,08486,08,44,1482,50.0772,4.7037
Vireux-Wallerand,08487,08,44,1849,50.0565,4.7512
Vivier-au-Court,08488,08,44,2811,49.7325,4.8217
Voncq,08489,08,44,211,49.4733,4.6906
Vouziers,08490,08,44,3862,49.4194,4.7073
Vrigne aux Bois,08491,08,44,3524,49.7554,4.8652
Vrigne-Meuse,08492,08,44,332,49.706,4.8337
Wadelincourt,08494,08,44,447,49.6805,4.9305
Wagnon,08496,08,44,108,49.6442,4.455
Warcq,08497,08,44,1280,49.7672,4.6663
Warnécourt,08498,08,44,384,49.7336,4.6553
Wasigny,08499,08,44,280,49.6292,4.3617
Wignicourt,08500,08,44,57,49.5868,4.5832
Williers,08501,08,44,40,49.6709,5.3038
Yoncq,08502,08,44,85,49.5644,5.017
Yvernaumont,08503,08,44,121,49.6762,4.6618
Aigues-Juntes,09001,09,76,59,43.0502,1.471
Aigues-Vives,09002,09,76,631,42.9996,1.8781
L'Aiguillon,09003,09,76,375,42.9102,1.9035
Albiès,09004,09,76,122,42.7539,1.6965
Aleu,09005,09,76,131,42.8927,1.2683
Alliat,09006,09,76,56,42.8181,1.5778
Allières,09007,09,76,75,43.0391,1.3631
Alos,09008,09,76,116,42.9013,1.1318
Alzen,09009,09,76,265,42.9805,1.4539
Antras,09011,09,76,74,42.8713,0.9023
Appy,09012,09,76,28,42.8032,1.7436
Arabaux,09013,09,76,80,42.9799,1.635
Argein,09014,09,76,192,42.9278,0.9896
Arignac,09015,09,76,722,42.875,1.5984
Arnave,09016,09,76,214,42.8518,1.648
Arrien-en-Bethmale,09017,09,76,123,42.8741,1.052
Arrout,09018,09,76,92,42.9476,1.0206
Artigat,09019,09,76,555,43.1456,1.448
Artigues,09020,09,76,32,42.6903,2.0409
Artix,09021,09,76,113,43.0663,1.5634
Arvigna,09022,09,76,237,43.0577,1.7283
Ascou,09023,09,76,115,42.719,1.9238
Aston,09024,09,76,193,42.6978,1.6603
Aucazein,09025,09,76,62,42.9251,0.9673
Audressein,09026,09,76,146,42.9294,1.0184
Augirein,09027,09,76,80,42.9143,0.9207
Aulus-les-Bains,09029,09,76,146,42.7622,1.3574
Auzat,09030,09,76,562,42.6975,1.4347
Axiat,09031,09,76,39,42.7996,1.7626
Ax-les-Thermes,09032,09,76,1277,42.6841,1.8192
Bagert,09033,09,76,41,43.0806,1.0703
Balacet,09034,09,76,47,42.889,0.9844
Balaguères,09035,09,76,197,42.9665,1.0162
Barjac,09037,09,76,43,43.0613,1.1371
La Bastide-de-Besplas,09038,09,76,373,43.1684,1.2766
La Bastide-de-Bousignac,09039,09,76,336,43.0599,1.8775
La Bastide-de-Lordat,09040,09,76,310,43.1398,1.7125
La Bastide-du-Salat,09041,09,76,202,43.0621,1.0024
La Bastide-de-Sérou,09042,09,76,972,43.0255,1.4241
La Bastide-sur-l'Hers,09043,09,76,676,42.9472,1.9017
Baulou,09044,09,76,165,43.0185,1.5406
Bédeilhac-et-Aynat,09045,09,76,195,42.8814,1.5664
Bédeille,09046,09,76,76,43.0824,1.0977
Bélesta,09047,09,76,1085,42.8917,1.9512
Belloc,09048,09,76,84,43.0078,1.9319
Bénac,09049,09,76,174,42.9583,1.5264
Benagues,09050,09,76,502,43.0779,1.6089
Bénaix,09051,09,76,151,42.8933,1.8502
Besset,09052,09,76,165,43.0744,1.8475
Bestiac,09053,09,76,30,42.7836,1.8002
Betchat,09054,09,76,356,43.086,1.0312
Bethmale,09055,09,76,100,42.8459,1.0781
Bézac,09056,09,76,476,43.1565,1.5648
Biert,09057,09,76,307,42.894,1.314
Bompas,09058,09,76,200,42.8627,1.6189
Bonac-Irazein,09059,09,76,125,42.8435,0.9782
Bonnac,09060,09,76,789,43.1716,1.5881
Les Bordes-sur-Arize,09061,09,76,472,43.114,1.368
Bordes-Uchentein,09062,09,76,216,42.8472,1.0384
Le Bosc,09063,09,76,114,42.9348,1.4459
Bouan,09064,09,76,41,42.7914,1.643
Boussenac,09065,09,76,243,42.9104,1.3944
Brassac,09066,09,76,621,42.9345,1.5151
Brie,09067,09,76,206,43.2102,1.5183
Burret,09068,09,76,44,42.9514,1.4733
Buzan,09069,09,76,40,42.9565,0.9625
Les Cabannes,09070,09,76,330,42.7837,1.6881
Cadarcet,09071,09,76,214,43.017,1.5016
Calzan,09072,09,76,45,43.0333,1.7399
Camarade,09073,09,76,209,43.0666,1.2802
Camon,09074,09,76,152,43.0177,1.9602
Campagne-sur-Arize,09075,09,76,286,43.1194,1.3176
Canté,09076,09,76,212,43.2514,1.5248
Capoulet-et-Junac,09077,09,76,191,42.7925,1.5746
Carcanières,09078,09,76,71,42.7086,2.122
Carla-Bayle,09079,09,76,792,43.1595,1.3788
Carla-de-Roquefort,09080,09,76,166,42.978,1.7556
Le Carlaret,09081,09,76,286,43.1325,1.701
Castelnau-Durban,09082,09,76,458,42.9928,1.3415
Castéras,09083,09,76,22,43.1257,1.4048
Castex,09084,09,76,95,43.1659,1.316
Castillon-en-Couserans,09085,09,76,433,42.9177,1.058
Caumont,09086,09,76,338,43.0222,1.0773
Caussou,09087,09,76,47,42.7743,1.8219
Caychax-et-Senconac,09088,09,76,14,42.8089,1.7214
Cazals-des-Baylès,09089,09,76,56,43.0916,1.9366
Cazaux,09090,09,76,45,43.0556,1.5171
Cazavet,09091,09,76,192,42.9966,1.0334
Cazenave-Serres-et-Allens,09092,09,76,61,42.8408,1.6915
Celles,09093,09,76,143,42.9143,1.6973
Cérizols,09094,09,76,140,43.1211,1.0675
Cescau,09095,09,76,162,42.9303,1.0532
Château-Verdun,09096,09,76,41,42.7806,1.6764
Clermont,09097,09,76,118,43.0387,1.2887
Contrazy,09098,09,76,71,43.057,1.2092
Cos,09099,09,76,358,42.9823,1.5712
Couflens,09100,09,76,103,42.7698,1.1796
Coussa,09101,09,76,278,43.066,1.6879
Coutens,09102,09,76,179,43.0686,1.8235
Crampagna,09103,09,76,952,43.024,1.5877
Dalou,09104,09,76,784,43.0278,1.6496
Daumazan-sur-Arize,09105,09,76,804,43.1444,1.3054
Dreuilhe,09106,09,76,363,42.9415,1.8666
Dun,09107,09,76,650,43.0237,1.7945
Durban-sur-Arize,09108,09,76,179,43.0219,1.3504
Durfort,09109,09,76,185,43.1933,1.4676
Encourtiech,09110,09,76,98,42.9644,1.1913
Engomer,09111,09,76,314,42.9435,1.0641
Ercé,09113,09,76,580,42.8369,1.3064
Erp,09114,09,76,132,42.9317,1.2027
Esclagne,09115,09,76,121,42.9828,1.8449
Escosse,09116,09,76,362,43.132,1.5497
Esplas,09117,09,76,105,43.1855,1.496
Esplas-de-Sérou,09118,09,76,171,42.9619,1.351
Eycheil,09119,09,76,530,42.9534,1.1574
Fabas,09120,09,76,353,43.1213,1.1105
Ferrières-sur-Ariège,09121,09,76,775,42.9396,1.6055
Foix,09122,09,76,9731,42.9701,1.609
Fornex,09123,09,76,107,43.1658,1.2394
Le Fossat,09124,09,76,1061,43.1807,1.4185
Fougax-et-Barrineuf,09125,09,76,430,42.8721,1.903
Freychenet,09126,09,76,82,42.8867,1.7342
Gabre,09127,09,76,124,43.0658,1.424
Gajan,09128,09,76,330,43.0367,1.1389
Galey,09129,09,76,113,42.9447,0.9013
Ganac,09130,09,76,746,42.9327,1.5546
Garanou,09131,09,76,146,42.762,1.7463
Gaudiès,09132,09,76,235,43.1728,1.7392
Génat,09133,09,76,24,42.8273,1.5669
Gestiès,09134,09,76,36,42.7152,1.5845
Gourbit,09136,09,76,79,42.8297,1.5146
Gudas,09137,09,76,197,43.0022,1.6787
L'Herm,09138,09,76,189,42.9746,1.6762
L'Hospitalet-près-l'Andorre,09139,09,76,95,42.5947,1.7752
Ignaux,09140,09,76,126,42.7413,1.8466
Illartein,09141,09,76,73,42.9205,0.9547
Ilhat,09142,09,76,124,42.9515,1.7835
Illier-et-Laramade,09143,09,76,38,42.7905,1.5446
Les Issards,09145,09,76,253,43.0792,1.7369
Justiniac,09146,09,76,58,43.2142,1.4897
Labatut,09147,09,76,177,43.2627,1.5213
Lacave,09148,09,76,116,43.0478,1.0147
Lacourt,09149,09,76,201,42.9317,1.1767
Lagarde,09150,09,76,210,43.0482,1.9436
Lanoux,09151,09,76,62,43.1205,1.4244
Lapège,09152,09,76,18,42.8026,1.5558
Lapenne,09153,09,76,120,43.1433,1.7751
Larbont,09154,09,76,60,42.9927,1.4008
Larcat,09155,09,76,49,42.77,1.644
Larnat,09156,09,76,19,42.7938,1.626
Laroque-d'Olmes,09157,09,76,2414,42.9676,1.8689
Lasserre,09158,09,76,252,43.0768,1.1623
Lassur,09159,09,76,84,42.7425,1.7195
Lavelanet,09160,09,76,6018,42.934,1.8466
Léran,09161,09,76,616,42.9833,1.9257
Lercoul,09162,09,76,14,42.7106,1.5249
Lescousse,09163,09,76,82,43.1528,1.5112
Lescure,09164,09,76,483,43.0066,1.2447
Lesparrou,09165,09,76,233,42.9288,1.9408
Leychert,09166,09,76,112,42.9413,1.7224
Lézat-sur-Lèze,09167,09,76,2341,43.2794,1.3475
Lieurac,09168,09,76,180,42.9821,1.7918
Limbrassac,09169,09,76,119,43.0119,1.8454
Lissac,09170,09,76,240,43.2692,1.5156
Lordat,09171,09,76,63,42.7961,1.7848
Loubaut,09172,09,76,28,43.1885,1.2817
Loubens,09173,09,76,277,43.0413,1.5514
Loubières,09174,09,76,359,43.0091,1.5949
Ludiès,09175,09,76,99,43.1204,1.714
Luzenac,09176,09,76,514,42.719,1.7398
Madière,09177,09,76,272,43.1109,1.5183
Malegoude,09178,09,76,37,43.1129,1.9327
Malléon,09179,09,76,79,43.0317,1.7171
Manses,09180,09,76,128,43.1083,1.8146
Le Mas-d'Azil,09181,09,76,1236,43.0724,1.3499
Massat,09182,09,76,741,42.8767,1.3812
Mauvezin-de-Prat,09183,09,76,99,43.034,0.9933
Mauvezin-de-Sainte-Croix,09184,09,76,52,43.0751,1.2318
Mazères,09185,09,76,3866,43.2319,1.6782
Méras,09186,09,76,97,43.1834,1.3126
Mercenac,09187,09,76,352,43.0541,1.0685
Mercus-Garrabet,09188,09,76,1226,42.8838,1.6502
Mérens-les-Vals,09189,09,76,168,42.633,1.8227
Mérigon,09190,09,76,113,43.0902,1.2031
Miglos,09192,09,76,132,42.7804,1.6018
Mijanès,09193,09,76,58,42.7076,2.0182
Mirepoix,09194,09,76,3106,43.1137,1.8707
Monesple,09195,09,76,26,43.0948,1.4757
Montagagne,09196,09,76,82,42.963,1.4126
Montaillou,09197,09,76,17,42.7834,1.905
Montardit,09198,09,76,223,43.0694,1.186
Montaut,09199,09,76,694,43.1847,1.6554
Montbel,09200,09,76,93,42.9808,1.9681
Montégut-en-Couserans,09201,09,76,73,42.9844,1.0907
Montégut-Plantaurel,09202,09,76,319,43.0757,1.4935
Montels,09203,09,76,157,43.0061,1.4692
Montesquieu-Avantès,09204,09,76,261,43.0358,1.2185
Montfa,09205,09,76,94,43.1023,1.2897
Montferrier,09206,09,76,544,42.869,1.7689
Montgailhard,09207,09,76,1456,42.9387,1.6441
Montgauch,09208,09,76,112,42.9922,1.0713
Montjoie-en-Couserans,09209,09,76,1001,43.0133,1.181
Montoulieu,09210,09,76,416,42.9015,1.6015
Montségur,09211,09,76,116,42.8473,1.8241
Montseron,09212,09,76,103,43.0219,1.3154
Moulin-Neuf,09213,09,76,235,43.0716,1.948
Moulis,09214,09,76,796,42.9348,1.0957
Nalzen,09215,09,76,112,42.9216,1.7552
Nescus,09216,09,76,58,42.9902,1.4347
Niaux,09217,09,76,151,42.8152,1.6019
Orgeix,09218,09,76,101,42.6757,1.8756
Orgibet,09219,09,76,164,42.9289,0.9386
Orlu,09220,09,76,160,42.6586,1.9387
Ornolac-Ussat-les-Bains,09221,09,76,248,42.8236,1.6463
Orus,09222,09,76,24,42.7936,1.5125
Oust,09223,09,76,574,42.8598,1.2362
Pailhès,09224,09,76,511,43.0968,1.4467
Pamiers,09225,09,76,16512,43.1278,1.6168
Pech,09226,09,76,37,42.7629,1.6884
Péreille,09227,09,76,186,42.931,1.8119
Perles-et-Castelet,09228,09,76,219,42.714,1.7767
Le Peyrat,09229,09,76,496,42.9553,1.9293
Le Pla,09230,09,76,61,42.6883,2.055
Le Port,09231,09,76,167,42.835,1.3885
Prades,09232,09,76,46,42.7874,1.8591
Pradettes,09233,09,76,44,42.9906,1.8204
Pradières,09234,09,76,124,42.9615,1.6581
Prat-Bonrepaux,09235,09,76,858,43.035,1.0283
Prayols,09236,09,76,366,42.922,1.5992
Le Puch,09237,09,76,28,42.7218,2.1006
Les Pujols,09238,09,76,862,43.0895,1.7226
Quérigut,09239,09,76,137,42.6875,2.1114
Quié,09240,09,76,298,42.8416,1.5891
Rabat-les-Trois-Seigneurs,09241,09,76,368,42.8425,1.5044
Raissac,09242,09,76,49,42.9404,1.8137
Régat,09243,09,76,94,42.9887,1.8856
Rieucros,09244,09,76,720,43.0758,1.7671
Rieux-de-Pelleport,09245,09,76,1261,43.0573,1.6013
Rimont,09246,09,76,542,42.9882,1.2763
Rivèrenert,09247,09,76,192,42.9537,1.2694
Roquefixade,09249,09,76,150,42.9347,1.7628
Roquefort-les-Cascades,09250,09,76,83,42.9609,1.742
Roumengoux,09251,09,76,169,43.0771,1.9252
Rouze,09252,09,76,85,42.7396,2.0656
Sabarat,09253,09,76,377,43.0991,1.3994
Saint-Amadou,09254,09,76,272,43.111,1.7145
Saint-Bauzeil,09256,09,76,57,43.082,1.5808
Sainte-Croix-Volvestre,09257,09,76,652,43.1253,1.1629
Saint-Félix-de-Rieutord,09258,09,76,469,43.0421,1.6697
Saint-Félix-de-Tournegat,09259,09,76,152,43.1254,1.7617
Sainte-Foi,09260,09,76,30,43.1249,1.9166
Saint-Girons,09261,09,76,6129,42.9681,1.1591
Saint-Jean-d'Aigues-Vives,09262,09,76,370,42.9198,1.8737
Saint-Jean-du-Castillonnais,09263,09,76,28,42.9483,0.9264
Saint-Jean-de-Verges,09264,09,76,1288,43.012,1.6357
Saint-Jean-du-Falga,09265,09,76,2864,43.0848,1.6229
Saint-Julien-de-Gras-Capou,09266,09,76,83,43.0355,1.8569
Saint-Lary,09267,09,76,147,42.9015,0.8681
Saint-Lizier,09268,09,76,1384,42.9997,1.1267
Saint-Martin-de-Caralp,09269,09,76,375,42.991,1.5365
Saint-Martin-d'Oydes,09270,09,76,251,43.1636,1.4858
Saint-Michel,09271,09,76,91,43.1353,1.5045
Saint-Paul-de-Jarrat,09272,09,76,1354,42.8954,1.67
Saint-Pierre-de-Rivière,09273,09,76,676,42.9668,1.5576
Saint-Quentin-la-Tour,09274,09,76,320,43.0273,1.9077
Saint-Quirc,09275,09,76,369,43.2782,1.5029
Saint-Victor-Rouzaud,09276,09,76,215,43.0841,1.5522
Saint-Ybars,09277,09,76,670,43.2411,1.3918
Salsein,09279,09,76,46,42.9049,0.9989
Saurat,09280,09,76,697,42.8809,1.506
Sautel,09281,09,76,127,42.9664,1.8198
Saverdun,09282,09,76,4808,43.227,1.5745
Savignac-les-Ormeaux,09283,09,76,397,42.6815,1.7849
Ségura,09284,09,76,194,43.0319,1.6894
Seix,09285,09,76,743,42.8179,1.1495
Lorp-Sentaraille,09289,09,76,1392,43.0187,1.1097
Sentein,09290,09,76,170,42.8358,0.9123
Sentenac-d'Oust,09291,09,76,105,42.8662,1.1378
Sentenac-de-Sérou,09292,09,76,47,42.9479,1.393
Serres-sur-Arget,09293,09,76,772,42.9695,1.5024
Sieuras,09294,09,76,94,43.1913,1.345
Siguer,09295,09,76,95,42.7176,1.5507
Aulos-Sinsat,09296,09,76,157,42.7985,1.6608
Sor,09297,09,76,28,42.9199,1.0106
Sorgeat,09298,09,76,90,42.7446,1.8885
Soueix-Rogalle,09299,09,76,425,42.8958,1.1929
Soula,09300,09,76,171,42.9417,1.6921
Soulan,09301,09,76,391,42.9056,1.2448
Surba,09303,09,76,333,42.8597,1.5817
Suzan,09304,09,76,24,43.0294,1.4342
Tabre,09305,09,76,342,42.9883,1.8545
Tarascon-sur-Ariège,09306,09,76,3060,42.8451,1.5977
Taurignan-Castet,09307,09,76,160,43.0567,1.1042
Taurignan-Vieux,09308,09,76,206,43.0406,1.1148
Teilhet,09309,09,76,162,43.0989,1.7836
Thouars-sur-Arize,09310,09,76,40,43.1808,1.2384
Tignac,09311,09,76,20,42.7474,1.8005
La Tour-du-Crieu,09312,09,76,3268,43.1071,1.6651
Tourtouse,09313,09,76,165,43.0901,1.1351
Tourtrol,09314,09,76,247,43.069,1.7994
Trémoulet,09315,09,76,105,43.1575,1.7174
Troye-d'Ariège,09316,09,76,110,43.0238,1.8904
Unac,09318,09,76,127,42.7571,1.7826
Unzent,09319,09,76,119,43.1698,1.5346
Urs,09320,09,76,27,42.7784,1.736
Ussat,09321,09,76,308,42.8338,1.6228
Ustou,09322,09,76,259,42.7795,1.2622
Vals,09323,09,76,87,43.0996,1.754
Varilhes,09324,09,76,3491,43.0553,1.6344
Vaychis,09325,09,76,35,42.7452,1.8212
Vèbre,09326,09,76,115,42.7679,1.7172
Ventenac,09327,09,76,235,42.9989,1.7244
Verdun,09328,09,76,208,42.8039,1.6943
Vernajoul,09329,09,76,710,42.9953,1.5922
Vernaux,09330,09,76,34,42.79,1.7838
Le Vernet,09331,09,76,693,43.1885,1.6013
Verniolle,09332,09,76,2381,43.0793,1.6615
Val-de-Sos,09334,09,76,571,42.7746,1.4735
Villeneuve,09335,09,76,42,42.9479,0.9847
Villeneuve-d'Olmes,09336,09,76,962,42.9082,1.8199
Villeneuve-du-Latou,09338,09,76,154,43.2033,1.4338
Villeneuve-du-Paréage,09339,09,76,752,43.1599,1.6435
Vira,09340,09,76,158,43.0481,1.7553
Viviès,09341,09,76,156,43.062,1.7774
Sainte-Suzanne,09342,09,76,249,43.2052,1.3735
Ailleville,10002,10,44,223,48.2562,4.6911
Aix-Villemaur-Pâlis,10003,10,44,3336,48.2266,3.7218
Allibaudières,10004,10,44,211,48.5849,4.1246
Amance,10005,10,44,244,48.2939,4.4822
Arcis-sur-Aube,10006,10,44,2779,48.5275,4.1403
Arconville,10007,10,44,107,48.1573,4.7321
Argançon,10008,10,44,107,48.2508,4.5972
Arrelles,10009,10,44,88,48.0458,4.2835
Arrembécourt,10010,10,44,47,48.5411,4.6117
Arrentières,10011,10,44,187,48.2684,4.7396
Arsonval,10012,10,44,289,48.2774,4.6453
Assenay,10013,10,44,137,48.1785,4.0648
Assencières,10014,10,44,189,48.3566,4.2014
Aubeterre,10015,10,44,391,48.4215,4.1078
Aulnay,10017,10,44,110,48.4764,4.4149
Auxon,10018,10,44,934,48.1031,3.9262
Val-d'Auzon,10019,10,44,364,48.3973,4.3604
Avant-lès-Marcilly,10020,10,44,513,48.4303,3.558
Avant-lès-Ramerupt,10021,10,44,156,48.4501,4.2612
Avirey-Lingey,10022,10,44,198,48.0341,4.2912
Avon-la-Pèze,10023,10,44,209,48.3846,3.6552
Avreuil,10024,10,44,168,48.054,3.9986
Bagneux-la-Fosse,10025,10,44,177,47.9984,4.2954
Bailly-le-Franc,10026,10,44,36,48.522,4.6601
Balignicourt,10027,10,44,57,48.529,4.456
Balnot-la-Grange,10028,10,44,112,47.9879,4.1994
Balnot-sur-Laignes,10029,10,44,157,48.0367,4.3487
Barberey-Saint-Sulpice,10030,10,44,1551,48.3273,4.0135
Barbuise,10031,10,44,447,48.5507,3.5609
Baroville,10032,10,44,268,48.1821,4.7455
Bar-sur-Aube,10033,10,44,4743,48.233,4.7166
Bar-sur-Seine,10034,10,44,2869,48.1144,4.3787
Bayel,10035,10,44,741,48.195,4.7947
Bercenay-en-Othe,10037,10,44,419,48.1959,3.8984
Bercenay-le-Hayer,10038,10,44,190,48.3308,3.5876
Bergères,10039,10,44,111,48.1852,4.6734
Bernon,10040,10,44,162,47.9862,3.9902
Bertignolles,10041,10,44,52,48.1348,4.512
Bérulle,10042,10,44,196,48.1681,3.6698
