nom;population;plus60ans;pct_15_29;pct_30_44;pct_45_59;pct_maison;pct_appartement;revenuMedian;tauxProprietaires;region;zoneChalandise;departement;lat;lon;score
CENTRES;500;34.4;12.5;16.1;22.4;86;14;24000;53;MIDI-PYRENEES;409;12;44.1676419665;2.4408941815;84
ARESCHES;0;31.0;12.5;19.4;24.3;89;11;25900;56;FRANCHE-COMTE;442;39;46.8933326292;5.91985610861;84
JOURNIAC;400;34.2;17.8;18.9;20.9;76;24;25700;48;AQUITAINE;433;24;44.9659647609;0.885753776591;84
NALZEN;100;31.6;12.4;19.6;23.2;75;25;23700;67;MIDI-PYRENEES;436;09;42.9192383655;1.74790658512;84
SALAISE-SUR-SANNE;4200;31.6;12.2;20.2;23.0;79;21;25500;56;RHONE-ALPES;439;38;45.3442511828;4.80860532784;84
CHASNAY;100;34.4;13.7;18.0;23.0;75;25;20800;63;BOURGOGNE;436;58;47.2389608861;3.17151179049;84
CHATELNEUF;300;34.9;16.8;21.5;23.6;76;24;23700;56;RHONE-ALPES;410;42;45.6388781024;3.97962390788;84
VENDENESSE-SUR-ARROUX;600;33.7;15.2;15.7;22.9;81;19;20300;69;BOURGOGNE;432;71;46.6312878987;4.06699365685;84
MAGRIN;100;34.4;14.7;15.2;20.7;87;13;21300;61;MIDI-PYRENEES;437;81;43.61527201;1.9211779967;84
VILLERS-SUR-AUCHY;300;32.9;16.8;16.0;20.4;87;13;24300;56;PICARDIE;415;60;49.4762316159;1.79239140234;84
FONTAINEBLEAU;15300;33.4;13.1;15.6;22.0;83;17;23900;49;ILE-DE-FRANCE;448;77;48.4066856508;2.68031396389;84
NACHAMPS;200;29.9;14.3;20.1;22.9;89;11;25300;64;POITOU-CHARENTES;437;17;46.0220340085;-0.624302957376;84
CAUDEVAL;200;31.7;15.8;20.8;24.0;81;19;25600;56;LANGUEDOC-ROUSSILLON;422;11;43.074926897;1.97483631739;84
CHAILLAC;1100;34.1;13.2;16.7;22.7;73;27;22400;62;CENTRE;441;36;46.4260014616;1.2915620907;84
CONCHES-EN-OUCHE;5000;32.5;16.4;17.6;20.3;81;19;25000;54;HAUTE-NORMANDIE;423;27;48.9547259686;0.93199579313;84
SAINT-PIERREMONT;100;33.6;17.6;19.4;23.4;71;29;22500;64;PICARDIE;439;02;49.7138800989;3.8761235335;84
CESNY-AUX-VIGNES;300;32.5;12.4;17.5;21.2;71;29;25000;64;BASSE-NORMANDIE;430;14;49.086293057;-0.120979196135;84
FOURCHAMBAULT;4700;34.3;14.2;19.2;21.5;79;21;25900;55;BOURGOGNE;388;58;47.0168666428;3.09059273072;84
DOUARNENEZ;14800;34.4;12.1;19.0;21.5;78;22;21900;67;BRETAGNE;393;29;48.0806526556;-4.32784220122;84
AVERNES-SOUS-EXMES;100;31.1;13.6;15.1;20.2;86;14;25900;59;BASSE-NORMANDIE;423;61;48.7882977467;0.201060617354;84
LES SALLES-LAVAUGUYON;200;34.9;16.0;19.3;22.4;80;20;26000;55;LIMOUSIN;391;87;45.7440613913;0.693496428456;84
HODENG-AU-BOSC;600;34.1;13.3;21.9;23.2;88;12;19500;67;HAUTE-NORMANDIE;422;76;49.8719141783;1.69787362739;84
ILHET;100;32.2;15.3;21.6;22.0;75;25;23300;69;MIDI-PYRENEES;447;65;42.963629591;0.396133786225;84
SAINT-SATURNIN;1300;34.9;15.4;20.9;21.5;82;18;20800;57;POITOU-CHARENTES;420;16;45.6676447323;0.0400326832597;84
LE VIGNAU;500;34.0;17.6;17.0;23.5;87;13;25800;46;AQUITAINE;419;40;43.7817456803;-0.287331140578;84
MEUZAC;700;28.8;16.6;21.6;23.1;81;19;25900;65;LIMOUSIN;446;87;45.553088918;1.4167411148;84
RADON;1000;34.0;16.3;20.6;20.9;75;25;25700;52;BASSE-NORMANDIE;438;61;48.5089267357;0.0863965878338;84
TRIGNY;500;34.0;16.1;22.0;24.1;76;24;21700;66;CHAMPAGNE-ARDENNE;415;51;49.2975971087;3.89004113473;84
CHATEAURENARD;15000;33.9;16.2;19.9;22.5;87;13;19500;69;PROVENCE-ALPES-COTE D'AZUR;408;13;43.8824707581;4.83990004648;84
VIVIERS-LES-OFFROICOURT;0;31.8;16.4;20.0;23.7;89;11;22400;69;LORRAINE;421;88;48.2687079823;6.01804838798;84
GAVARRET-SUR-AULOUSTE;100;33.7;14.9;16.9;23.7;72;28;24300;67;MIDI-PYRENEES;408;32;43.7768059655;0.659322996742;84
MILLY-LAMARTINE;300;31.1;17.7;18.4;21.5;73;27;25000;66;BOURGOGNE;422;71;46.3485783556;4.69624606174;84
ANNEVILLE-LA-PRAIRIE;100;34.3;14.3;20.8;24.6;78;22;25600;49;CHAMPAGNE-ARDENNE;424;52;48.2007257864;5.08748613699;84
BIECOURT;100;31.4;17.2;15.1;20.8;80;20;25200;63;LORRAINE;407;88;48.3248866415;5.95360086649;84
SAINT-SYMPHORIEN-SOUS-CHOMERAC;700;34.0;16.5;17.6;23.9;90;10;23100;58;RHONE-ALPES;411;07;44.7285052281;4.705839287;84
ROQUEBRUN;500;31.8;15.1;18.0;22.8;84;16;22600;67;LANGUEDOC-ROUSSILLON;414;34;43.5055301367;3.01020767963;84
CARLUS;700;34.5;16.4;18.2;22.8;79;21;25500;45;MIDI-PYRENEES;444;81;43.8879968816;2.10436309581;84
AUBEVOYE;4700;34.4;14.4;18.4;23.9;90;10;25300;63;HAUTE-NORMANDIE;371;27;49.1751629599;1.33329956002;84
DEMU;300;31.4;13.4;15.8;20.5;76;24;25900;61;MIDI-PYRENEES;428;32;43.7618537122;0.166713123878;84
PLANES;0;34.2;17.9;15.2;22.9;74;26;22800;62;LANGUEDOC-ROUSSILLON;443;66;42.4728951595;2.14556980825;84
COIGNEUX;0;33.8;17.2;20.0;22.6;90;10;26000;65;PICARDIE;370;80;50.1301013343;2.55612696272;84
LESTRE;300;33.3;15.4;17.3;22.4;89;11;24600;62;BASSE-NORMANDIE;392;50;49.5256131651;-1.32237994906;84
MARSAINVILLIERS;300;31.8;12.5;15.8;20.7;88;12;23200;62;CENTRE;425;45;48.2129131551;2.27113030175;84
NORGES-LA-VILLE;900;33.9;13.8;20.9;24.0;74;26;25000;56;BOURGOGNE;437;21;47.4070463216;5.06948581601;84
BIETLENHEIM;300;32.5;12.2;16.6;21.1;89;11;25500;53;ALSACE;428;67;48.7204274461;7.7833019212;84
BUREY;300;34.8;16.3;16.6;21.5;86;14;22100;57;HAUTE-NORMANDIE;432;27;48.9922829548;0.944514139448;84
LAVEISSENET;100;33.8;17.7;21.0;20.0;80;20;22200;68;AUVERGNE;405;15;45.077034187;2.87823772951;84
LA CHAPELLE-SOUS-UCHON;200;33.1;14.7;19.2;21.4;85;15;25700;64;BOURGOGNE;384;71;46.8348259179;4.24313052371;84
LES CHERES;1300;31.7;17.6;18.3;20.1;86;14;25000;63;RHONE-ALPES;408;69;45.893124529;4.74321692649;84
LAVATOGGIO;100;31.5;17.3;19.4;20.4;79;21;25100;59;CORSE;442;2B;42.5733311886;8.86153291586;84
BOISJEAN;500;34.7;12.4;18.6;23.1;84;16;24700;61;NORD-PAS-DE-CALAIS;384;62;50.4084556449;1.78127372492;84
BRACH;500;33.1;12.1;18.6;22.9;71;29;23300;69;AQUITAINE;427;33;45.0409201338;-0.948184300809;84
CHAMPIS;600;35.0;17.3;20.7;20.7;90;10;24700;64;RHONE-ALPES;365;07;44.9556198694;4.75241851344;84
SENAN;700;31.8;15.4;20.9;22.4;83;17;25800;65;BOURGOGNE;389;89;47.9136523438;3.35802325243;84
ANGLARS-JUILLAC;300;34.7;16.6;18.5;24.7;79;21;24900;53;MIDI-PYRENEES;400;46;44.4865010847;1.20855960816;84
BAZEILLES-SUR-OTHAIN;100;33.2;12.1;15.8;24.5;81;19;24000;66;LORRAINE;395;55;49.5004142337;5.4263378414;84
SAINT-FRAIGNE;500;30.9;12.4;18.0;24.8;75;25;25700;62;POITOU-CHARENTES;422;16;45.9572719379;-0.0153853235153;84
MAGNY-LA-FOSSE;100;29.9;14.3;17.0;20.4;80;20;25600;69;PICARDIE;411;02;49.9371259007;3.27654031882;84
LAUCOURT;200;34.0;12.7;21.1;24.4;71;29;23200;61;PICARDIE;442;80;49.6715986879;2.76264234534;84
LE MESNIL-AU-VAL;700;31.8;15.5;20.7;22.6;78;22;23800;62;BASSE-NORMANDIE;445;50;49.5983810722;-1.52768461283;84
MAROLLES-LES-BAILLY;100;33.4;15.6;17.9;20.0;79;21;23900;57;CHAMPAGNE-ARDENNE;448;10;48.1841528588;4.34621650756;84
VILLERS-SUR-FERE;500;33.7;14.7;20.0;22.8;85;15;23100;57;PICARDIE;429;02;49.1715150184;3.53152683586;84
CAZAUX-VILLECOMTAL;100;34.5;14.0;16.9;24.0;73;27;23100;59;MIDI-PYRENEES;447;32;43.4477367972;0.174336175469;84
NEUVILLE-AUX-BOIS;4100;33.0;13.0;21.6;20.1;82;18;20500;64;CENTRE;442;45;48.0689002609;2.0592389448;84
FREVILLE;900;34.4;13.4;18.0;20.8;89;11;19200;69;HAUTE-NORMANDIE;447;76;49.5651631452;0.833069408864;84
COTTANCE;700;31.8;12.3;20.1;20.3;81;19;24600;66;RHONE-ALPES;407;42;45.794436641;4.29628802664;84
URDENS;200;34.8;14.6;19.0;25.0;73;27;20900;69;MIDI-PYRENEES;430;32;43.8627011865;0.712618673023;84
CHAON;400;32.4;12.2;21.1;21.4;88;12;24500;68;CENTRE;397;41;47.6121257976;2.162800504;84
SAINT-SULPICE-DE-ROUMAGNAC;200;30.3;13.3;16.8;21.1;78;22;25100;64;AQUITAINE;447;24;45.1997873183;0.396312149822;84
SAINT-DIZIER-LEYRENNE;900;31.1;12.5;17.4;24.2;90;10;24500;67;LIMOUSIN;412;23;46.0272675127;1.70488354974;84
SAINT-LAURENT-LES-BAINS;200;32.1;12.2;15.9;22.1;72;28;24600;66;RHONE-ALPES;432;07;44.5971365641;3.95806929863;84
SAINT-SECONDIN;600;34.5;15.5;21.3;22.9;80;20;22900;62;POITOU-CHARENTES;396;86;46.3255332953;0.490583315025;84
VILLEBON;100;30.9;15.5;17.3;21.9;87;13;24600;68;CENTRE;417;28;48.3895094771;1.19915993293;84
QUEYSSAC;500;31.7;15.8;15.8;21.4;74;26;25100;63;AQUITAINE;419;24;44.9151488173;0.532361895474;84
OLMI-CAPPELLA;200;31.9;17.4;18.0;24.5;83;17;24800;65;CORSE;403;2B;42.5203092978;9.02008756946;84
MENIL-ERREUX;200;33.7;17.5;20.4;20.2;79;21;22400;59;BASSE-NORMANDIE;447;61;48.5093937209;0.183751804866;84
BALLAINVILLIERS;3800;32.5;17.6;16.9;21.2;84;16;22300;63;ILE-DE-FRANCE;419;91;48.6713240802;2.28913874502;84
BOURG-LASTIC;900;34.4;14.6;20.7;23.7;87;13;18900;67;AUVERGNE;429;63;45.6572710215;2.56278019812;84
JAULGES;500;31.2;14.2;21.2;21.7;84;16;23200;68;BOURGOGNE;421;89;47.9592889403;3.78678091557;84
DIENNES-AUBIGNY;100;34.7;15.3;16.3;20.2;87;13;24600;49;BOURGOGNE;418;58;46.9132554892;3.57639620469;84
BELESTA;200;30.8;14.8;17.6;23.7;73;27;25800;68;LANGUEDOC-ROUSSILLON;438;66;42.7208095071;2.62374902434;84
LA BALME-D'EPY;0;33.2;13.4;21.7;21.8;81;19;22300;62;FRANCHE-COMTE;426;39;46.3774826623;5.41729461959;84
SION-LES-MINES;1600;32.5;17.7;21.9;22.4;80;20;23500;59;PAYS DE LA LOIRE;444;44;47.7291886842;-1.58109954157;84
MASSIAC;1800;31.5;14.7;17.0;21.8;79;21;23500;62;AUVERGNE;439;15;45.2454117687;3.19978709447;84
SAINT-BONNET-SUR-GIRONDE;900;34.1;16.1;21.1;23.3;76;24;22900;69;POITOU-CHARENTES;398;17;45.3405019965;-0.644960130156;84
DALEM;700;33.8;17.3;18.2;23.4;73;27;23900;59;LORRAINE;419;57;49.2409715207;6.61298309158;84
GEMONVILLE;100;31.7;13.4;21.5;24.2;89;11;24300;61;LORRAINE;425;54;48.4196063205;5.88362556401;84
CROIX-MARE;700;34.3;12.6;17.6;20.8;86;14;25200;67;HAUTE-NORMANDIE;371;76;49.5978176144;0.837058838818;84
MURZO;100;32.6;17.9;20.5;22.8;77;23;24200;61;CORSE;410;2A;42.1585493633;8.84670847877;84
VERDALLE;1000;28.9;15.8;20.9;22.5;79;21;25700;69;MIDI-PYRENEES;437;81;43.4967627255;2.17944315605;84
SAINT-BASILE;300;32.1;15.5;19.7;24.3;82;18;24900;66;RHONE-ALPES;393;07;44.9490355283;4.56160011901;84
PRONDINES;300;32.5;14.4;18.2;20.6;82;18;25500;55;AUVERGNE;420;63;45.7591745171;2.68428069953;84
CORBERE;600;34.9;17.9;20.5;24.5;79;21;21500;65;LANGUEDOC-ROUSSILLON;397;66;42.6509601236;2.66156013725;84
PLUDUAL;700;34.5;14.8;18.7;20.1;74;26;20300;67;BRETAGNE;440;22;48.6666296854;-2.98679017544;84
COGNIN;5900;33.4;16.0;18.7;21.7;88;12;21400;68;RHONE-ALPES;405;73;45.5594810193;5.89180815798;84
MIRAMONT-SENSACQ;400;34.1;17.1;17.6;20.4;80;20;24700;63;AQUITAINE;385;40;43.5937272264;-0.321552356121;84
UZER;100;33.7;13.7;16.8;22.1;83;17;21100;64;MIDI-PYRENEES;446;65;43.0773706772;0.192776728078;84
LA WALCK;1200;31.8;17.3;16.0;24.0;89;11;23200;63;ALSACE;437;67;48.8524895736;7.61170555402;84
RICHELIEU;2000;35.0;12.5;17.2;24.7;83;17;22900;56;CENTRE;410;37;47.0143945569;0.315628916983;84
BOSJEAN;300;34.7;14.8;16.4;20.3;90;10;23700;59;BOURGOGNE;393;71;46.7696786287;5.34727924927;84
VILLERS-EN-ARGONNE;200;30.7;16.9;20.3;20.1;85;15;25500;60;CHAMPAGNE-ARDENNE;425;51;49.0180251843;4.93994624635;84
CHAUMONT-PORCIEN;500;28.7;16.5;16.9;23.9;84;16;25500;65;CHAMPAGNE-ARDENNE;436;08;49.6486344865;4.23823742678;84
MONTIGNY-LA-RESLE;600;30.8;13.5;16.4;22.3;87;13;25000;68;BOURGOGNE;408;89;47.8623795697;3.68202012303;84
LANDELLES-ET-COUPIGNY;800;34.8;15.2;20.4;24.0;89;11;25100;48;BASSE-NORMANDIE;415;14;48.8983991959;-1.00295458631;84
MORGEMOULIN;100;34.6;15.7;20.9;23.6;84;16;23700;50;LORRAINE;449;55;49.2296830093;5.57188739785;84
SAINT-PIERRE-DU-VAL;500;34.9;15.4;19.1;22.5;83;17;22000;58;HAUTE-NORMANDIE;412;27;49.390892944;0.366485992919;84
ETREPAGNY;3700;33.2;15.0;21.1;24.0;79;21;24000;53;HAUTE-NORMANDIE;425;27;49.3119944705;1.61614236385;84
DOUY-LA-RAMEE;300;34.2;13.6;16.5;22.0;86;14;19700;65;ILE-DE-FRANCE;445;77;49.0618013972;2.88351463449;84
SAINT-LOUIS-LES-BITCHE;500;33.7;15.9;17.1;24.2;83;17;24400;53;LORRAINE;418;57;48.9900389284;7.35271084125;84
CILAOS;6000;32.5;17.8;18.0;24.3;87;13;25000;51;REUNION;438;97;-21.1441659144;55.4586035944;84
BOULOC;200;33.4;14.8;18.0;20.3;76;24;24900;67;MIDI-PYRENEES;395;82;44.3002675818;1.12464954976;84
SAINT-SAUVY;400;33.3;14.2;20.9;24.9;84;16;20500;67;MIDI-PYRENEES;444;32;43.6994537624;0.811688166016;84
SILLY-LE-LONG;1100;33.0;12.3;21.4;24.9;82;18;22000;60;PICARDIE;428;60;49.1084845139;2.78729008831;84
DARCEY;300;31.4;14.1;17.2;22.4;77;23;24500;64;BOURGOGNE;430;21;47.5468714078;4.56688774894;84
SAINT-MICHEL;300;33.5;16.0;18.5;23.0;88;12;23700;54;AQUITAINE;426;64;43.0893274033;-1.23447352127;84
MESNIL-CLINCHAMPS;1000;32.7;17.1;17.2;21.3;82;18;24600;54;BASSE-NORMANDIE;418;14;48.8459218645;-0.982343394093;84
BRAY;100;34.0;12.9;16.6;22.1;86;14;24800;56;BOURGOGNE;397;71;46.5037410885;4.70644057084;84
FONTENAY-SUR-MER;200;32.6;15.2;18.8;21.7;79;21;22900;62;BASSE-NORMANDIE;415;50;49.4935350272;-1.30873681575;84
LE BOUYSSOU;100;31.5;14.1;18.9;24.9;87;13;25000;69;MIDI-PYRENEES;401;46;44.6937761808;1.94655674369;84
SERVAS;200;34.3;16.6;19.1;24.4;72;28;24300;63;LANGUEDOC-ROUSSILLON;403;30;44.1561490633;4.19299074511;84
VILLETTE-D'ANTHON;4100;33.5;16.7;20.3;22.9;76;24;22100;62;RHONE-ALPES;417;38;45.7844347868;5.10742322844;84
FERRIERE-LA-GRANDE;5500;31.7;17.5;18.1;23.1;89;11;24400;56;NORD-PAS-DE-CALAIS;420;59;50.2456386476;3.99089727257;84
JU-BELLOC;300;32.2;15.5;20.7;23.6;76;24;25800;58;MIDI-PYRENEES;437;32;43.5761092184;0.0137806680297;84
CROS;300;34.9;13.9;20.7;22.6;81;19;21700;56;LANGUEDOC-ROUSSILLON;438;30;44.0012514545;3.82331277161;84
LADIGNAC-LE-LONG;1100;33.2;17.9;19.1;20.2;85;15;21800;65;LIMOUSIN;417;87;45.5883075573;1.10742594312;84
FLAVIAC;1100;33.7;17.7;20.3;22.0;74;26;25400;64;RHONE-ALPES;396;07;44.7507352776;4.66001992522;84
LANRIGAN;100;33.7;17.4;21.7;23.1;71;29;25500;55;BRETAGNE;444;35;48.3912514208;-1.69125449269;84
NUEIL-LES-AUBIERS;5500;33.7;17.4;19.6;23.1;73;27;22000;64;POITOU-CHARENTES;414;79;46.9403172404;-0.596385417876;84
OUROUX-SOUS-LE-BOIS-SAINTE-MARIE;100;34.2;12.4;21.0;21.5;81;19;24800;55;BOURGOGNE;398;71;46.3611048312;4.31018617706;84
AIRAN;700;32.5;14.6;21.2;22.8;71;29;23700;65;BASSE-NORMANDIE;448;14;49.0953124219;-0.145440484479;84
COMMER;1200;34.9;15.0;16.1;22.8;83;17;24800;58;PAYS DE LA LOIRE;383;53;48.2352391072;-0.620245484503;84
BRETTEN;200;33.6;15.8;21.6;24.5;72;28;25100;56;ALSACE;421;68;47.7056292411;7.0643418397;84
SAN-DAMIANO;0;34.3;13.5;18.4;24.6;78;22;25100;53;CORSE;408;2B;42.4061531707;9.41439045887;84
BEZAUDUN-LES-ALPES;200;30.4;12.5;17.4;23.6;82;18;24600;64;PROVENCE-ALPES-COTE D'AZUR;415;06;43.803621969;7.09357147024;84
SIN-LE-NOBLE;16300;34.1;14.0;20.4;24.2;73;27;25300;60;NORD-PAS-DE-CALAIS;394;59;50.3677512577;3.12071297192;84
SAINTE-CHRISTIE;500;32.1;14.3;21.5;21.1;88;12;22300;66;MIDI-PYRENEES;431;32;43.7568936206;0.632111364488;84
JABLINES;600;34.3;15.0;17.6;22.8;74;26;21500;63;ILE-DE-FRANCE;420;77;48.9144697442;2.7566018167;84
BRETTEVILLE-LE-RABET;300;33.6;16.6;21.7;23.5;81;19;24500;53;BASSE-NORMANDIE;423;14;49.0297158634;-0.258286160153;84
TAILLET;100;30.9;16.6;15.4;23.5;81;19;25700;67;LANGUEDOC-ROUSSILLON;402;66;42.5171359573;2.67866498314;84
LADOYE-SUR-SEILLE;100;34.8;13.7;16.0;24.9;90;10;26000;56;FRANCHE-COMTE;380;39;46.7668743064;5.68304960571;84
MILHAS;200;31.7;14.5;19.1;21.4;73;27;25900;66;MIDI-PYRENEES;412;31;42.9775941;0.827567903546;84
SAINT-LAURENT-MEDOC;4100;34.0;16.0;15.2;23.7;79;21;25500;58;AQUITAINE;393;33;45.1404040788;-0.862340576235;84
BERNY-RIVIERE;600;31.6;13.0;16.6;22.7;75;25;25300;59;PICARDIE;447;02;49.4113288887;3.14975272702;84
TORTEQUESNE;700;34.2;17.2;19.3;24.7;85;15;22700;57;NORD-PAS-DE-CALAIS;446;62;50.2909229989;3.03256081417;84
VIGNATS;300;33.0;15.4;16.5;23.3;77;23;23800;62;BASSE-NORMANDIE;410;14;48.8540077803;-0.102407702289;84
SAINT-SYLVESTRE-DE-CORMEILLES;200;30.8;16.2;15.1;22.8;83;17;25600;67;HAUTE-NORMANDIE;404;27;49.2473078097;0.420897481485;84
THEZAN-DES-CORBIERES;500;34.7;12.7;21.0;21.6;88;12;24900;53;LANGUEDOC-ROUSSILLON;404;11;43.0893654385;2.78310314277;84
LIMERZEL;1300;33.9;13.7;20.7;24.2;73;27;25800;54;BRETAGNE;423;56;47.6357871831;-2.36132601788;84
NELLING;300;31.8;13.1;17.3;22.7;83;17;25600;69;LORRAINE;395;57;48.9700836423;6.86518784706;84
BOURG-DE-SIROD;100;33.7;12.9;20.0;23.3;88;12;22700;60;FRANCHE-COMTE;412;39;46.7297500419;5.95586980597;84
FREJAIROLLES;1300;33.0;14.4;18.3;20.2;87;13;25800;48;MIDI-PYRENEES;441;81;43.8786600972;2.23043162457;84
TROIS-PUITS;100;34.9;15.4;21.4;22.8;83;17;24000;47;CHAMPAGNE-ARDENNE;424;51;49.2056733316;4.03927957709;84
CHAMIGNY;1300;33.8;16.1;18.1;20.8;87;13;19900;66;ILE-DE-FRANCE;444;77;48.9851781012;3.14218296932;84
CHAZAY-D'AZERGUES;3900;29.3;15.9;15.2;22.9;89;11;25100;65;RHONE-ALPES;424;69;45.8763096867;4.70920946786;84
TAILLY;200;31.4;15.5;15.1;21.3;85;15;22700;67;BOURGOGNE;428;21;46.9655888224;4.81679158031;84
SAINT-BRICE-SOUS-FORET;14200;33.8;14.2;16.5;20.9;80;20;24100;57;ILE-DE-FRANCE;395;95;49.0019033624;2.35030688962;84
SAINT-JEAN-ROHRBACH;1000;34.7;14.6;20.5;22.9;75;25;20400;68;LORRAINE;448;57;49.026412081;6.87942935113;84
JOYEUSE;1600;32.4;14.9;18.4;24.3;82;18;25600;60;RHONE-ALPES;395;07;44.470531994;4.24753667585;84
PUY-SAINT-ANDRE;500;34.9;16.0;18.5;23.9;84;16;20100;60;PROVENCE-ALPES-COTE D'AZUR;438;05;44.8909036618;6.56677781045;84
VOUGECOURT;200;32.2;17.8;21.2;25.0;86;14;24100;65;FRANCHE-COMTE;400;70;47.9447349937;5.9940682612;84
SAMBOURG;100;32.0;15.2;18.7;22.6;89;11;23600;69;BOURGOGNE;409;89;47.773945917;4.01023648072;84
WASSELONNE;5600;33.7;14.7;20.7;25.0;80;20;22500;61;ALSACE;404;67;48.6388786162;7.44230441985;84
SOUILLAC;3900;33.0;17.8;20.2;24.4;78;22;25300;53;MIDI-PYRENEES;436;46;44.9069531608;1.46396482842;84
HOUCHIN;700;35.0;14.0;21.0;23.1;72;28;25000;66;NORD-PAS-DE-CALAIS;386;62;50.4791705559;2.61907091985;84
MOULIS-EN-MEDOC;1800;32.7;17.2;17.5;23.9;76;24;25300;56;AQUITAINE;424;33;45.0531974317;-0.784543632595;84
BUSSY-SAINT-MARTIN;700;31.6;12.7;18.5;20.6;75;25;25600;61;ILE-DE-FRANCE;425;77;48.8462454012;2.67900406868;84
MESNARD-LA-BAROTIERE;1200;33.7;12.5;16.0;20.2;89;11;23700;52;PAYS DE LA LOIRE;440;85;46.851716793;-1.10954466033;84
CRAIN;400;31.9;15.7;18.5;24.9;74;26;25500;65;BOURGOGNE;407;89;47.5378170554;3.5683240293;84
BAR;300;34.4;15.4;19.7;21.2;74;26;21200;64;LIMOUSIN;431;19;45.3421541864;1.81469639235;84
SAINT-JEAN-LAGINESTE;300;34.2;14.5;21.3;24.7;76;24;20700;65;MIDI-PYRENEES;434;46;44.8253267169;1.852018408;84
LAURENS;1300;32.3;12.4;16.2;21.0;88;12;25900;52;LANGUEDOC-ROUSSILLON;419;34;43.5218394157;3.1996305574;84
CHAMBOEUF;1600;30.7;12.1;18.7;20.2;80;20;23400;65;RHONE-ALPES;449;42;45.5743049771;4.32163705727;84
SAINT-MICHEL-DE-LA-PIERRE;200;32.7;12.5;18.6;24.1;83;17;24000;66;BASSE-NORMANDIE;394;50;49.1342933605;-1.3823946912;84
VASSIEUX-EN-VERCORS;300;34.0;13.1;15.6;21.9;74;26;25600;52;RHONE-ALPES;435;26;44.8802743526;5.3741063802;84
VAUCHELLES-LES-QUESNOY;900;33.3;17.5;16.4;20.9;78;22;24600;54;PICARDIE;424;80;50.103603975;1.88589423231;84
BETZ-LE-CHATEAU;600;35.0;12.9;17.9;23.5;73;27;22900;57;CENTRE;429;37;47.000465147;0.95244957404;84
ETREPILLY;800;34.5;13.6;16.2;23.4;72;28;24400;57;ILE-DE-FRANCE;443;77;49.0420868725;2.93051906568;84
CERIZY;100;34.9;13.7;20.6;21.8;73;27;24200;62;PICARDIE;398;02;49.7670333979;3.33255021354;84
ADERVIELLE-POUCHERGUES;100;32.0;13.1;21.8;21.2;87;13;22100;68;MIDI-PYRENEES;444;65;42.8017280148;0.389922766373;84
COLOMIEU;100;33.9;14.4;21.9;24.6;87;13;24700;63;RHONE-ALPES;391;01;45.7361469025;5.62670101041;84
GOUDET;100;32.6;16.3;16.3;23.5;86;14;22900;60;AUVERGNE;433;43;44.8933556241;3.92125459334;84
VILLECRESNES;9500;32.2;15.6;18.7;24.1;74;26;23000;69;ILE-DE-FRANCE;419;94;48.7208692486;2.53157741439;84
ESTANDEUIL;400;30.3;14.2;20.7;20.1;89;11;24600;67;AUVERGNE;441;63;45.6814605393;3.44431665529;84
SEMILLY;100;32.0;12.4;21.4;21.6;87;13;23300;60;CHAMPAGNE-ARDENNE;428;52;48.2505992806;5.46434760219;84
NEVEZ;2700;33.9;13.2;21.6;22.8;85;15;25200;50;BRETAGNE;432;29;47.8154082656;-3.77625131302;84
HELLEAN;300;34.5;16.9;17.3;21.9;74;26;21200;65;BRETAGNE;435;56;47.9684046119;-2.48122455823;84
TARGASSONNE;200;30.3;15.9;15.6;20.3;78;22;25600;61;LANGUEDOC-ROUSSILLON;436;66;42.5032914509;1.98870542863;84
MAREUIL-SUR-LAY-DISSAIS;2700;33.8;14.2;19.5;21.8;89;11;25500;56;PAYS DE LA LOIRE;395;85;46.5335825488;-1.22688907859;84
JARVILLE-LA-MALGRANGE;9400;34.6;13.4;21.0;22.7;90;10;23300;48;LORRAINE;423;54;48.6671595811;6.20465347403;84
PERSQUEN;300;32.3;15.4;18.6;24.7;74;26;24200;62;BRETAGNE;432;56;48.0148048063;-3.21876275805;84
MONTGAILLARD-LAURAGAIS;600;32.9;17.6;15.7;20.3;75;25;25200;64;MIDI-PYRENEES;396;31;43.428491369;1.70265269114;84
RHEGES;200;32.0;16.1;16.1;20.9;86;14;23600;60;CHAMPAGNE-ARDENNE;431;10;48.5320121391;3.99460836996;84
BIEFVILLERS-LES-BAPAUME;100;33.8;12.2;20.9;20.6;82;18;24100;68;NORD-PAS-DE-CALAIS;381;62;50.1181182201;2.82212034919;84
BIDING;300;32.2;16.9;16.3;24.0;76;24;23800;61;LORRAINE;433;57;49.0637579139;6.79094608781;84
ROMBLY;0;33.7;15.0;19.9;21.1;77;23;21500;63;NORD-PAS-DE-CALAIS;443;62;50.5951805534;2.38984957197;84
PAMPROUX;1700;31.9;12.1;15.0;20.9;90;10;21800;68;POITOU-CHARENTES;445;79;46.4116775;-0.0432957775624;84
LA CELLE-SOUS-MONTMIRAIL;100;34.6;12.6;15.8;24.5;86;14;19800;67;PICARDIE;426;02;48.8550537617;3.46590587982;84
CONDETTE;2600;34.9;14.9;19.6;21.1;78;22;24300;49;NORD-PAS-DE-CALAIS;447;62;50.6499272537;1.63946214432;84
CORANCY;300;34.6;14.0;18.5;20.0;80;20;22800;55;BOURGOGNE;415;58;47.1062561745;3.95987876262;84
